motVedette;nbSyll;origin;sampa;ipa
incontinent;4;incŏʹntĭnent;i n k A n t @ n @ n t;inkɑntənənt
inconvenience;5;incŏnvĕʹnĭĕnce;I n k @ n v i: n j @ n s;ɪnkənviːnjəns
incorporate;4;incŏʹrpŏrāte;i n k O: r\ p 3:r eI t;inkOːɹpɜ:r?t
incorrect;3;incŏrrĕʹct;i n k 3:r E k t;inkɜ:rɛkt
incorrigible;5;incŏʹrrĭgĭble;i n k A r\ @ dZ @ b @ l;inkɑɹə?əbəl
increase;2;increaʹſe;i n k r\ i: s;inkɹiːs
incredible;4;incrĕʹdĭble;i n k r\ E 4 @ b @ l;inkɹɛɾəbəl
incredulity;5;incredūʹlĭty;I n k r\ @ d u l i 4 i:;ɪnkɹəduliɾiː
incredulous;4;incrĕʹdūl_o_us;i n k r\ E dZ @ l @ s;inkɹɛ?ələs
increment;3;iʹncrĕment;I n k r\ @ m @ n t;ɪnkɹəmənt
incrustation;5;incrŭſtāʹtion;I n k r\ @ s t eI S @ n;ɪnkɹəst?ʃən
incubation;5;incūbāʹtion;I N k j u b eI S @ n;ɪŋkjub?ʃən
inculcate;3;incŭʹlcāte;I N k @ l k eI t;ɪŋkəlk?t
incumbent;3;incŭʹmbĕnt;i n k V m b @ n t;inkʌmbənt
incur;2;incŭʹr;i n k 3:r;inkɜ:r
incurable;4;incūʹrable;i n k j U r\ @ b @ l;inkjʊɹəbəl
incursion;4;incŭʹrſion;i n k 3:r Z @ n;inkɜ:rʒən
indebted;3;indĕʹ_b_ted;i n d E 4 @ d;indɛɾəd
indecency;4;indĕʹcĕncy;i n d i: s @ n s i:;indiːsənsiː
indecent;3;indĕʹcent;i n d i: s @ n t;indiːsənt
indefatigable;6;indefăʹtĭgable;I n d i f { 4 i g @ b @ l;ɪndifæɾigəbəl
indefinite;4;indĕʹfĭnĭte;i n d E f @ n @ t;indɛfənət
indelible;4;indēʹlĭble;i n d E l i b @ l;indɛlibəl
indemnify;4;indĕʹmnĭfy;i n d E m n @ f aI;indɛmnəf?
indemnity;4;indĕʹmnĭty;i n d E m n @ 4 i:;indɛmnəɾiː
indent;2;indĕʹnt;i n d E n t;indɛnt
indenture;3;indĕʹntŭre;i n d E n tS 3:r;indɛn?ɜ:r
independent;4;indepĕʹndent;I n d i p E n d @ n t;ɪndipɛndənt
indeterminate;5;indetĕʹrmĭnāte;I n d i t 3:r m i n i t;ɪnditɜ:rminit
index;2;iʹndex;I n d E k s;ɪndɛks
indian;3;iʹndĭan;I n d i: @ n;ɪndiːən
indicate;3;iʹndĭcāte;I n d @ k eI t;ɪndək?t
indication;5;indĭcāʹtion;I n d @ k eI S @ n;ɪndək?ʃən
indicative;4;indĭʹcătive;i n d I k @ 4 i v;indɪkəɾiv
indict;2;indīʹ_c_t;i n d aI t;ind?t
indictment;3;indīʹ_c_tment;i n d aI t m @ n t;ind?tmənt
indifference;4;indĭʹffĕrĕnce;i n d I f 3:r @ n s;indɪfɜ:rəns
indifferent;4;indĭʹffĕrent;i n d I f r\ @ n t;indɪfɹənt
indigent;3;iʹndĭgent;I n d i dZ @ n t;ɪndi?ənt
indigestible;5;indĭgĕʹſtĭble;I n d aI dZ E s t @ b @ l;ɪnd??ɛstəbəl
indigestion;5;indĭgĕʹſtion;I n d aI dZ E s tS @ n;ɪnd??ɛs?ən
indignant;3;indĭʹgnant;i n d I g n @ n t;indɪgnənt
indignation;5;indĭgnāʹtion;I n d i g n eI S @ n;ɪndign?ʃən
indignity;4;indĭʹgnĭty;i n d I g n @ 4 i:;indɪgnəɾiː
indigo;3;iʹndĭgo;I n d @ g @U;ɪndəgoʊ
indirect;3;indīrĕʹct;i n d 3:r E k t;indɜ:rɛkt
indiscreet;3;indĭſcreeʹt;i n d i s k r\ i: t;indiskɹiːt
indiscretion;5;indĭſcrĕʹtion;I n d i s k r\ E S @ n;ɪndiskɹɛʃən
indiscriminate;5;indĭſcrĭʹmĭnāte;i n d i s k r\ I m @ n @ t;indiskɹɪmənət
indispensable;5;indĭſpĕnſable;I n d i s p E n s @ b @ l;ɪndispɛnsəbəl
indisputable;5;indĭſpūtable;I n d i s p j u 4 @ b @ l;ɪndispjuɾəbəl
indistinct;3;indĭſtĭʹnct;i n d i s t I N k t;indistɪŋkt
indistinguishable;6;indĭſtĭnguĭſhable;i n d i s t I N g w i S @ b @ l;indistɪŋgwiʃəbəl
indite;2;indīʹte;i n d aI t;ind?t
individual;5;indĭvĭʹdūal;I n d @ v I dZ @ w @ l;ɪndəvɪ?əwəl
indivisibility;7;indĭvĭsĭbĭʹlĭty;I n d i v I z @ b I l @ 4 i:;ɪndivɪzəbɪləɾiː
indivisible;5;indĭvĭʹsĭble;I n d i v I s i b @ l;ɪndivɪsibəl
indolent;3;iʹndŏlent;I n d @ l @ n t;ɪndələnt
indubitable;5;indūʹbĭtable;i n d u b I 4 @ b @ l;indubɪɾəbəl
induce;2;indūʹce;i n d u s;indus
inducement;3;indūʹc_e_ment;i n d u s m @ n t;indusmənt
inducted;3;indŭʹcted;i n d V k t @ d;indʌktəd
induction;4;indŭʹctíon;i n d V k S @ n;indʌkʃən
indulge;2;indŭʹlge;i n d V l dZ;indʌl?
indulgence;3;indŭʹlgĕnce;i n d V l dZ @ n s;indʌl?əns
industrious;4;indŭʹſtrĭ_o_us;i n d V s t r\ i: @ s;indʌstɹiːəs
industry;3;iʹndŭſtry;I n d @ s t r\ i:;ɪndəstɹiː
ineffable;4;inĕʹffable;i n E f @ b @ l;inɛfəbəl
ineffective;4;inĕffĕʹctive;i n i f E k t i v;inifɛktiv
inept;2;inĕʹpt;i n E p t;inɛpt
ineptitude;4;inĕʹptĭtūde;i n E p t i t u d;inɛptitud
inequality;5;inĕquăʹlĭty;I n i k w A l @ 4 i:;ɪnikwɑləɾiː
inert;2;ineʹrt;i n 3:r t;inɜ:rt
inevitable;5;inĕʹvĭtable;i n E v @ 4 @ b @ l;inɛvəɾəbəl
inexcusable;5;inĕxcūʹſable;i n i k s k j u z @ b @ l;inikskjuzəbəl
inexhaustible;5;inĕxhauʹſtĭble;i n i g z O: s t @ b @ l;inigzOːstəbəl
inexorable;5;inĕʹxŏrable;I n E k s 3:r @ b @ l;ɪnɛksɜ:rəbəl
inexperience;5;inĕxpĕʹrĭence;I n i k s p I r\ i: @ n s;ɪnikspɪɹiːəns
infallibility;6;infallĭbĭʹlĭty;i n f { l i b I l i 4 i:;infælibɪliɾiː
infallible;4;infăʹllĭble;i n f { l @ b @ l;infæləbəl
infamous;3;iʹnfăm_o_us;I n f @ m @ s;ɪnfəməs
infamy;3;iʹnfămy;I n f @ m i:;ɪnfəmiː
infancy;3;iʹnfăncy;I n f @ n s i:;ɪnfənsiː
infant;2;iʹnfănt;I n f @ n t;ɪnfənt
infante;3;infăʹntè;i n f A n t eI;infɑnt?
infantry;3;iʹnfăntry;I n f @ n t r\ i:;ɪnfəntɹiː
infatuate;4;infăʹtūāte;i n f { tS u eI t;infæ?u?t
infatuation;6;infătūāʹtion;i n f { tS u eI S @ n;infæ?u?ʃən
infect;2;infĕʹct;i n f E k t;infɛkt
infection;4;infĕʹction;i n f E k S @ n;infɛkʃən
infectious;4;infĕʹctious;i n f E k S @ s;infɛkʃəs
infer;2;infĕʹr;i n f 3:r;infɜ:r
inference;3;iʹnfĕrĕnce;I n f 3:r @ n s;ɪnfɜ:rəns
inferior;4;infēʹrĭor;i n f I r\ i: 3:r;infɪɹiːɜ:r
inferiority;6;infērĭŏʹrĭty;I n f i r\ i: O: r\ i 4 i:;ɪnfiɹiːOːɹiɾiː
infernal;3;infĕʹrnal;i n f 3:r n @ l;infɜ:rnəl
infertile;3;infĕʹrtĭle;i n f 3:r 4 @ l;infɜ:rɾəl
infest;2;infĕʹſt;i n f E s t;infɛst
infidel;3;iʹnfĭdel;I n f i d E l;ɪnfidɛl
infidelity;5;infĭdĕʹlĭty;I n f i d E l i 4 i:;ɪnfidɛliɾiː
infinite;3;iʹnfĭnĭte;I n f @ n @ t;ɪnfənət
infinitive;4;infĭʹnĭtive;i n f I n i 4 i v;infɪniɾiv
infirm;2;infĭrm;i n f 3:r m;infɜ:rm
infirmary;4;infĭʹrmăry;i n f 3:r m 3:r i:;infɜ:rmɜ:riː
infirmity;4;infĭrmĭty;i n f 3:r m i 4 i:;infɜ:rmiɾiː
inflame;2;inflāʹme;i n f l eI m;infl?m
inflammation;5;inflămmāʹtion;I n f l @ m eI S @ n;ɪnfləm?ʃən
inflammable;4;inflăʹmmable;i n f l { m @ b @ l;inflæməbəl
inflation;4;inflāʹtion;i n f l eI S @ n;infl?ʃən
inflection;4;inflĕʹction;i n f l E k S @ n;inflɛkʃən
inflexibility;6;inflĕxĭbĭʹlĭty;i n f l E k s i b I l i 4 i:;inflɛksibɪliɾiː
inflexible;4;inflĕʹxĭble;i n f l E k s @ b @ l;inflɛksəbəl
inflict;2;inflĭʹct;i n f l I k t;inflɪkt
infliction;4;inflĭʹction;i n f l I k S @ n;inflɪkʃən
influence;3;iʹnflūĕnce;I n f l u @ n s;ɪnfluəns
influx;2;iʹnflŭx;I n f l V k s;ɪnflʌks
inform;2;infŏʹrm;i n f O: r\ m;infOːɹm
information;5;infŏrmāʹtion;I n f 3:r m eI S @ n;ɪnfɜ:rm?ʃən
informer;3;infŏʹrmer;i n f O: r\ m 3:r;infOːɹmɜ:r
infraction;4;infraʹction;i n f r\ { k S @ n;infɹækʃən
infringe;2;infrĭʹnge;i n f r\ I n dZ;infɹɪn?
infringement;3;infrĭʹng_e_ment;i n f r\ I n dZ m @ n t;infɹɪn?mənt
infuse;2;infūʹſe;i n f j u z;infjuz
infusion;4;infūʹſion;i n f j u Z @ n;infjuʒən
ingenious;4;ingĕʹnĭ_o_us;i n dZ i: n j @ s;in?iːnjəs
ingenuity;5;ingĕnūʹĭty;i n dZ @ n u @ 4 i:;in?ənuəɾiː
ingenuous;4;ingĕʹnū_o_us;i n dZ E n j u @ s;in?ɛnjuəs
inglorious;4;inglōʹrĭ_o_us;i n g l O: r\ i: @ s;inglOːɹiːəs
ingot;2;iʹngot;I N g @ t;ɪŋgət
ingratiate;4;ingrāʹtiate;i N g r\ eI S i: eI t;iŋgɹ?ʃiː?t
ingredient;4;ingrĕʹdĭent;i n g r\ i: 4 i: @ n t;ingɹiːɾiːənt
inhabit;3;inhăʹbit;i n h { b @ t;inhæbət
inhabitant;4;inhăʹbĭtant;i n h { b @ t @ n t;inhæbətənt
inherent;3;inhēʹrent;i n h I r\ @ n t;inhɪɹənt
inherit;3;inhĕʹrit;i n h E r\ @ t;inhɛɹət
inheritance;4;inhĕʹrĭtănce;i n h E r\ @ t @ n s;inhɛɹətəns
inheritor;4;inhĕʹrĭtor;i n h E r\ @ 4 3:r;inhɛɹəɾɜ:r
inhibit;3;inhĭʹbĭt;i n h I b @ t;inhɪbət
inhibition;5;inhĭbĭʹtion;I n h @ b I S @ n;ɪnhəbɪʃən
inhospitable;5;inhŏʹſpĭtable;i n h A s p @ 4 @ b @ l;inhɑspəɾəbəl
inhuman;3;inhūʹman;i n h j u m @ n;inhjumən
inject;2;injĕʹct;i n dZ E k t;in?ɛkt
injection;4;injĕʹction;i n dZ E k S @ n;in?ɛkʃən
inimitable;5;inĭʹmĭtable;i n I m i 4 @ b @ l;inɪmiɾəbəl
iniquitous;4;inĭʹquĭt_o_us;i n I k w @ t @ s;inɪkwətəs
initial;4;inĭʹtial;i n I S @ l;inɪʃəl
initiate;4;inĭʹtiāte;i n I S i: eI t;inɪʃiː?t
initiation;6;inĭtiāʹtion;i n I S i: eI S @ n;inɪʃiː?ʃən
injudicious;5;injūdĭʹcĭ_o_us;i n dZ V d I S @ s;in?ʌdɪʃəs
injunction;4;injŭʹnction;i n dZ V N k S @ n;in?ʌŋkʃən
injure;2;injŭre;I n dZ 3:r;ɪn?ɜ:r
injurious;4;injūʹrĭ_o_us;i n dZ U r\ i: @ s;in?ʊɹiːəs
injury;3;iʹnjŭry;I n dZ 3:r i:;ɪn?ɜ:riː
injustice;3;injŭʹſtice;i n dZ V s t i s;in?ʌstis
ink;1;ĭnk;I N k;ɪŋk
inky;2;ĭʹnky;I N k i:;ɪŋkiː
inland;2;iʹnlănd;I n l { n d;ɪnlænd
inlay;2;inlaʹy;I n l eI;ɪnl?
inlet;2;iʹnlet;I n l E t;ɪnlɛt
inmate;2;iʹnmāte;I n m eI t;ɪnm?t
inmost;2;iʹnmoſt;I n m @U s t;ɪnmoʊst
inn;1;inn;I n;ɪn
innate;2;innāʹte;i n eI t;in?t
innocence;3;iʹnnŏcĕnce;I n @ s @ n s;ɪnəsəns
innocent;3;iʹnnŏcĕnt;I n @ s @ n t;ɪnəsənt
innovate;3;iʹnnŏvāte;I n @ v eI t;ɪnəv?t
innovation;5;innŏvāʹtion;I n @ v eI S @ n;ɪnəv?ʃən
innovator;4;innŏvāʹtor;I n @ v eI 4 3:r;ɪnəv?ɾɜ:r
innuendo;4;innūĕʹndo;i n j u E n d @U;injuɛndoʊ
innumerable;5;innūmĕrable;i n u m 3:r @ b @ l;inumɜ:rəbəl
inoculation;6;inŏcūlāʹtion;i n A k j @ l eI S @ n;inɑkjəl?ʃən
inoffensive;4;inŏffĕʹnſive;i n @ f E n s i v;inəfɛnsiv
inordinate;4;inŏʹrdĭnāte;i n O: r\ d @ n i t;inOːɹdənit
inquest;2;iʹnqueſt;I n k w E s t;ɪnkwɛst
inquire;2;inquīre;i n k w aI r\;inkw?ɹ
inquiry;3;inquīʹry;i n k w aI r\ i:;inkw?ɹiː
inquisition;5;inquĭsĭʹtion;I n k w @ z I S @ n;ɪnkwəzɪʃən
inquisitive;4;inquĭʹsĭʹtive;i n k w I z i 4 i v;inkwɪziɾiv
inroad;2;iʹnroad;I n r\ @U d;ɪnɹoʊd
insane;2;insāʹne;i n s eI n;ins?n
insatiable;5;insăʹtiable;i n s eI S @ b @ l;ins?ʃəbəl
inscription;4;inſcrĭʹption;i n s k r\ I p S @ n;inskɹɪpʃən
inscrutable;4;inſcrūʹtable;i n s k r\ u 4 @ b @ l;inskɹuɾəbəl
insect;2;iʹnsĕct;I n s E k t;ɪnsɛkt
insecure;3;inſĕcūʹre;I n s @ k j 3:r;ɪnsəkjɜ:r
insensible;4;inſĕʹnsĭble;i n s E n s @ b @ l;insɛnsəbəl
inseparable;5;insĕʹpărable;i n s E p 3:r @ b @ l;insɛpɜ:rəbəl
insert;2;insĕʹrt;i n s 3:r t;insɜ:rt
insertion;4;insĕʹrtion;i n s 3:r S @ n;insɜ:rʃən
insidious;4;insĭʹdĭ_o_us;i n s I 4 i: @ s;insɪɾiːəs
insight;2;iʹnsīght;I n s aI t;ɪns?t
insignificant;5;insĭgnĭfĭcant;I n s i g n j I f i k @ n t;ɪnsignjɪfikənt
insinuate;4;insĭʹnūāte;i n s I n j u eI t;insɪnju?t
insinuation;6;insĭnūāʹtion;i n s I n j u eI S @ n;insɪnju?ʃən
insist;2;insĭʹſt;i n s I s t;insɪst
insolent;3;iʹnsŏlent;I n s @ l @ n t;ɪnsələnt
insolvency;4;insŏʹlvĕncy;i n s A l v @ n s i:;insɑlvənsiː
insolvent;3;insŏʹlvĕnt;i n s A l v @ n t;insɑlvənt
inspect;2;inſpĕʹct;i n s p E k t;inspɛkt
inspection;4;inſpĕʹction;i n s p E k S @ n;inspɛkʃən
inspector;3;inſpĕʹct_o_r;i n s p E k t 3:r;inspɛktɜ:r
inspiration;5;inſpĭrăʹtion;I n s p 3:r eI S @ n;ɪnspɜ:r?ʃən
inspire;2;inſpīʹre;i n s p aI r\;insp?ɹ
instability;5;inſtăbĭʹlĭty;I n s t @ b I l i 4 i:;ɪnstəbɪliɾiː
instance;2;iʹnſtănce;I n s t @ n s;ɪnstəns
instant;2;iʹnſtănt;I n s t @ n t;ɪnstənt
instantaneous;5;inſtăntāʹnĕ_o_us;I n s t @ n t { n i: @ s;ɪnstəntæniːəs
instep;2;iʹnſtĕp;I n s t E p;ɪnstɛp
instigate;3;iʹnſtĭgāte;I n s t @ g eI t;ɪnstəg?t
instigation;5;inſtĭgāʹtion;I n s t i g eI S @ n;ɪnstig?ʃən
instinct;2;iʹnſtĭnct;I n s t i N k t;ɪnstiŋkt
institute;3;iʹnſtĭtūte;I n s t @ t u t;ɪnstətut
institutes;3;inſtĭtūʹtes;I n s t @ t u t s;ɪnstətuts
institution;5;inſtĭtūʹtion;I n s t i t u S @ n;ɪnstituʃən
institutions;5;inſtĭtūʹtions;I n s t i t u S @ n z;ɪnstituʃənz
instruct;2;inſtrŭʹct;i n s t r\ V k t;instɹʌkt
instruction;4;inſtrŭʹction;i n s t r\ V k S @ n;instɹʌkʃən
instructive;3;inſtrŭʹctive;i n s t r\ V k t i v;instɹʌktiv
instrument;3;inſtrūment;I n s t r\ @ m @ n t;ɪnstɹəmənt
instrumental;4;inſtrūmĕʹntal;I n s t r\ @ m E n t @ l;ɪnstɹəmɛntəl
insufficient;5;insŭffĭʹcĭĕnt;i n s @ f I S @ n t;insəfɪʃənt
insular;3;iʹnsŭlar;I n s @ l 3:r;ɪnsəlɜ:r
insult;2;insŭʹlt;i n s V l t;insʌlt
insupportable;5;insŭppŏʹrtable;i n s @ p O: r\ 4 @ b @ l;insəpOːɹɾəbəl
insurance;3;insūʹrănce;i n S U r\ @ n s;inʃʊɹəns
insure;2;insuʹre;i n S U r\;inʃʊɹ
insurer;3;insuʹrer;i n S U r\ 3:r;inʃʊɹɜ:r
insurrection;5;insŭrrĕcʹtion;I n s 3:r E k S @ n;ɪnsɜ:rɛkʃən
integer;3;iʹntĕger;I n t @ dZ 3:r;ɪntə?ɜ:r
integral;3;iʹntĕgral;I n t @ g r\ @ l;ɪntəgɹəl
integrity;4;intĕʹgrĭty;i n t E g r\ @ 4 i:;intɛgɹəɾiː
integument;4;intĕʹgūment;i n t E g j @ m @ n t;intɛgjəmənt
intellect;3;iʹntĕllect;I n t @ l E k t;ɪntəlɛkt
intellectual;5;intĕllĕʹctūal;I n t @ l E k tS u @ l;ɪntəlɛk?uəl
intelligence;4;intĕʹllĭgĕnce;i n t E l @ dZ @ n s;intɛlə?əns
intelligent;4;intĕʹllĭgent;i n t E l @ dZ @ n t;intɛlə?ənt
intelligible;5;intĕʹllĭgĭble;i n t E l @ dZ @ b @ l;intɛlə?əbəl
intemperate;4;intĕʹmpĕrāte;i n t E m p 3:r @ t;intɛmpɜ:rət
intend;2;intĕʹnd;i n t E n d;intɛnd
intense;2;intĕʹnſe;i n t E n s;intɛns
intent;2;intĕʹnt;i n t E n t;intɛnt
intentional;5;intĕʹntional;i n t E n S @ n @ l;intɛnʃənəl
intercede;3;intĕrcēʹde;I n t 3:r s i: d;ɪntɜ:rsiːd
intercept;3;intĕrcĕʹpt;I n t 3:r s E p t;ɪntɜ:rsɛpt
intercepted;4;intĕrcĕʹpted;I n t 3:r s E p t @ d;ɪntɜ:rsɛptəd
intercession;5;intĕrcĕʹſſion;I n t 3:r s E S @ n;ɪntɜ:rsɛʃən
interchange;3;intĕrchāʹnge;I n t 3:r tS eI n dZ;ɪntɜ:r??n?
interchangeably;5;intĕrchāʹng_e_ably;I n t 3:r tS eI n dZ @ b l i:;ɪntɜ:r??n?əbliː
intercourse;3;iʹntĕrco_u_rſe;I n t 3:r k O: r\ s;ɪntɜ:rkOːɹs
intercurrent;4;intĕrcŭʹrrent;I n t 3:r k 3:r @ n t;ɪntɜ:rkɜ:rənt
interdict;3;intĕrdīʹct;I n t 3:r d I k t;ɪntɜ:rdɪkt
interdiction;5;intĕrdĭʹction;I n t 3:r d I k S @ n;ɪntɜ:rdɪkʃən
interest;3;iʹntĕreſt;I n t r\ @ s t;ɪntɹəst
interesting;4;iʹntĕrĕſting;I n t r\ @ s t i N;ɪntɹəstiŋ
interfere;3;intĕrfēʹre;I n t 3:r f I r\;ɪntɜ:rfɪɹ
interjection;5;intĕrjĕʹction;I n t 3:r dZ E k S @ n;ɪntɜ:r?ɛkʃən
interim;3;iʹntĕrim;I n t 3:r @ m;ɪntɜ:rəm
interior;4;intĕʹrĭor;i n t I r\ i: 3:r;intɪɹiːɜ:r
interlace;3;intĕrlāʹce;I n t 3:r l eI s;ɪntɜ:rl?s
interleave;3;intĕrleaʹve;I n t 3:r l i: v;ɪntɜ:rliːv
interlopers;4;intĕrlōʹp_e_rs;I n t 3:r l @U p 3:r z;ɪntɜ:rloʊpɜ:rz
interlude;5;iʹntĕrlūde;I n t 3:r l u d;ɪntɜ:rlud
intermediate;4;intĕrmĕʹdĭāte;I n t 3:r m i: 4 i: i t;ɪntɜ:rmiːɾiːit
intermingle;4;intĕrmĭʹngle;I n t 3:r m I N g @ l;ɪntɜ:rmɪŋgəl
intermission;5;intĕrmĭʹſſion;I n t 3:r m I S @ n;ɪntɜ:rmɪʃən
intermittent;4;intĕrmĭʹttent;I n t 3:r m I t @ n t;ɪntɜ:rmɪtənt
intermix;3;intĕrmĭʹx;I n t 3:r m I k s;ɪntɜ:rmɪks
internal;3;intĕʹrnal;i n t 3:r n @ l;intɜ:rnəl
interpolate;4;intĕʹrpŏlāte;I t 3:r p @ l eI t;ɪtɜ:rpəl?t
interpose;3;intĕrpōſe;I n t 3:r p @U z;ɪntɜ:rpoʊz
interpret;3;intĕʹrprĕt;i n t 3:r p r\ @ t;intɜ:rpɹət
interpretation;6;intĕrprĕtāʹtion;i n t 3:r p r\ i t eI S @ n;intɜ:rpɹit?ʃən
interpreter;4;intĕʹrprĕt_e_r;i n t 3:r p r\ @ 4 3:r;intɜ:rpɹəɾɜ:r
inter;2;intĕʹr;i n t 3:r;intɜ:r
interregnum;4;intĕrrĕʹgnum;I n t 3:r r\ E g n @ m;ɪntɜ:rɹɛgnəm
interrogate;4;intĕʹrrŏgāte;i n t E r\ @ g eI t;intɛɹəg?t
interrogation;6;intĕrrŏgāʹtion;i n t E r\ @ g eI S @ n;intɛɹəg?ʃən
interrogatories;6;intĕrrŏʹgătories;i n t E r\ A g @ t O: r\ i: z;intɛɹɑgətOːɹiːz
intersect;3;intĕrsĕʹct;I n t 3:r s E k t;ɪntɜ:rsɛkt
intersection;5;intĕrſeʹction;I n t 3:r s E k S @ n;ɪntɜ:rsɛkʃən
interval;3;iʹntĕrval;I n t 3:r v @ l;ɪntɜ:rvəl
intervene;3;intĕrvēʹne;I n t 3:r v i: n;ɪntɜ:rviːn
intervention;5;intĕrvĕʹntion;I n t 3:r v E n tS @ n;ɪntɜ:rvɛn?ən
interview;3;iʹntĕrview;I n t 3:r v j u;ɪntɜ:rvju
interwoven;4;intĕrwōʹv_e_n;I n t 3:r w @U v @ n;ɪntɜ:rwoʊvən
intestine;3;intĕʹſtĭne;i n t E s t @ n;intɛstən
intestines;3;intĕʹſtĭnes;i n t E s t @ n z;intɛstənz
intimacy;4;iʹntĭmăcy;I n t @ m @ s i:;ɪntəməsiː
intimate;3;iʹntĭmāte;I n t @ m @ t;ɪntəmət
intimation;5;intĭmāʹtion;I n t @ m eI S @ n;ɪntəm?ʃən
intimidate;4;intĭʹmĭdāte;i n t I m i d eI t;intɪmid?t
intolerable;5;intŏʹlĕrable;i n t A l 3:r @ b @ l;intɑlɜ:rəbəl
intoxicate;4;intŏʹxicāte;i n t A k s @ k eI t;intɑksək?t
intractable;4;intrăʹctable;i n t r\ { k t @ b @ l;intɹæktəbəl
intrepid;3;intrĕʹpid;i n t r\ E p @ d;intɹɛpəd
intrepidity;5;intrĕpĭʹdĭty;i n t r\ E p I 4 i 4 i:;intɹɛpɪɾiɾiː
intricacy;4;iʹntrĭcacy;I n t r\ @ k @ s i:;ɪntɹəkəsiː
intricate;3;iʹntrĭʹcâte;I n t r\ @ k @ t;ɪntɹəkət
intrigue;2;intrĭʹg_ue_;i n t r\ i: g;intɹiːg
introduce;3;introdūʹce;I n t r\ @ d u s;ɪntɹədus
introduction;5;introduʹction;I n t r\ @ d V k S @ n;ɪntɹədʌkʃən
introspection;5;introſpĕʹction;I n t r\ @ s p E k S @ n;ɪntɹəspɛkʃən
intrude;2;intrūʹde;i n t r\ u d;intɹud
intrusion;4;intrūʹſion;i n t r\ u Z @ n;intɹuʒən
intuition;5;intūĭʹtion;I n t u I S @ n;ɪntuɪʃən
intuitive;4;intūʹitive;i n t u @ 4 i v;intuəɾiv
invade;2;invāʹde;i n v eI d;inv?d
invalid;3;invăʹlid;I n v @ l @ d;ɪnvələd
invalid;3;invaliʹd;I n v @ l @ d;ɪnvələd
invalidate;4;invăʹlĭʹdāte;i n v { l i d eI t;invælid?t
invasion;4;invāʹſion;i n v eI Z @ n;inv?ʒən
invective;3;invĕʹctive;i n v E k t i v;invɛktiv
invention;4;invĕʹntion;i n v E n S @ n;invɛnʃən
inventive;3;invĕʹntive;i n v E n t i v;invɛntiv
inverse;2;invĕʹrſe;i n v 3:r s;invɜ:rs
inversion;4;invĕʹrſion;i n v 3:r Z @ n;invɜ:rʒən
invert;2;invĕʹrt;i n v 3:r t;invɜ:rt
investigate;4;invĕʹſtĭgāte;i n v E s t @ g eI t;invɛstəg?t
investiture;4;invĕʹſtĭtūre;i n v E s t @ tS 3:r;invɛstə?ɜ:r
inveterate;4;invĕʹtĕrāte;i n v E 4 3:r @ t;invɛɾɜ:rət
invidious;4;invĭʹdĭ_o_us;i n v I 4 i: @ s;invɪɾiːəs
invigorate;4;inviʹgŏrāte;i n v I g 3:r i t;invɪgɜ:rit
invincible;4;invĭʹncĭble;i n v I n s @ b @ l;invɪnsəbəl
inviolable;5;invīʹŏlable;i n v aI @ l @ b @ l;inv?ələbəl
inviolate;4;invīʹŏlāte;i n v aI @ l i t;inv?əlit
invisible;4;invĭʹsĭble;i n v I z @ b @ l;invɪzəbəl
invitation;5;invĭtāʹtion;I n v i t eI S @ n;ɪnvit?ʃən
invite;2;invīʹte;i n v aI t;inv?t
inundation;5;inŭndāʹtion;I n @ n d eI S @ n;ɪnənd?ʃən
invocation;5;invŏcāʹtĭon;I n v @ k eI S @ n;ɪnvək?ʃən
involve;2;invŏʹlve;i n v A l v;invɑlv
involuntary;5;invŏʹlŭntăry;i n v A l @ n t E r\ i:;invɑləntɛɹiː
involution;5;invŏlūʹtion;I n v @ l u S @ n;ɪnvəluʃən
inure;2;inūʹre;i n j U r\;injʊɹ
invulnerable;5;invŭʹlnĕrable;i n v V l n 3:r @ b @ l;invʌlnɜ:rəbəl
inward;2;iʹnward;I n w 3:r d;ɪnwɜ:rd
jobber;2;jŏbb_e_r;dZ A b 3:r;?ɑbɜ:r
jobe;1;jobe;dZ @U b;?oʊb
jockey;2;jŏʹckey;dZ A k i:;?ɑkiː
jog;1;jog;dZ A g;?ɑg
join;1;join;dZ OI n;??n
joiner;2;joiʹner;dZ OI n 3:r;??nɜ:r
joining;2;joiʹning;dZ OI n i N;??niŋ
joint;1;joint;dZ OI n t;??nt
joint;1;joint;dZ OI n t;??nt
joists;1;joiſts;dZ OI s t s;??sts
joke;1;jōke;dZ @U k;?oʊk
jolly;2;jŏʹlly;dZ A l i:;?ɑliː
jolt;1;jolt;dZ @U l t;?oʊlt
ionic;3;iôʹnĭc;aI A n i k;?ɑnik
jostle;2;joʹſtle;dZ A s @ l;?ɑsəl
jot;1;jot;dZ A t;?ɑt
jove;1;jōve;dZ @U v;?oʊv
jovial;3;jŏʹvĭal;dZ @U v i: @ l;?oʊviːəl
journal;2;j_o_ŭʹrnal;dZ 3:r n @ l;?ɜ:rnəl
journey;2;j_o_ŭʹrney;dZ 3:r n i:;?ɜ:rniː
journeyman;3;j_o_ŭʹrneymăn;dZ 3:r n i: m { n;?ɜ:rniːmæn
jowl;1;jȯẇl;dZ aU l;??l
joy;1;joy;dZ OI;??
joyful;2;joʹyful;dZ OI f @ l;??fəl
joyless;2;joʹyleſs;dZ OI l @ s;??ləs
